ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Description,gif file names,video files
218,Cable Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior","1. Begin by sitting upright on a cable machine with your feet flat on the floor, facing towards the machine.

2. Reach out and grab the wide-grip handle attached to the cable machine, ensuring your palms are facing downwards.

3. Keeping your back straight and chest lifted, pull the handle towards your body by retracting your shoulder blades.

4. At the end of the movement, squeeze your shoulder blades together for a brief pause.

5. Slowly extend your arms forward to return to the starting position, maintaining control and keeping tension on your back muscles throughout the exercise.

It is important to note that when performing the Cable Seated Wide-grip Row, it is essential to engage your back muscles rather than relying on momentum or swinging motions. Focus on maintaining proper form and control throughout the exercise.",02181301-Cable-Seated-Wide-grip-Row_Back_180.webp,02181201-Cable-Seated-Wide-grip-Row_Back-FIX_.mp4
219,Cable Shoulder Press,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii","1. Stand facing the cable machine with your feet shoulder-width apart and a slight bend in your knees.

2. Grasp the cable handles with an overhand grip, bringing them up to shoulder level. Your elbows should be bent at a 90-degree angle, with your forearms parallel to the ground and your palms facing forward.

3. Ensure your core is engaged and your back is straight.

4. Keeping your elbows at a 90-degree angle, exhale as you extend your arms fully forward, pushing the cable handles away from your body.

5. Pause for a moment at the fully extended position, making sure to keep your shoulders down and away from your ears.

6. Inhale as you slowly return the cable handles back to the starting position, but maintain tension in the cables throughout the movement.

Note: Each step should be performed in a controlled manner, maintaining proper form and avoiding any sudden jerking or swinging of the weights.",02191301-Cable-Shoulder-Press_Shoulders_180.webp,02191201-Cable-Shoulder-Press_Shoulders.mp4
220,Cable Shrug,Strength,Back,Cable,Male,Trapezius Upper Fibers,Trapezius Middle Fibers,"1. Stand facing the cable machine with your feet shoulder-width apart and knees slightly bent.

2. Grab the cable attachment with an overhand grip, keeping your arms fully extended in front of your thighs.

3. Keeping your shoulders down and relaxed, retract your shoulder blades by pulling the cable attachment straight up towards your chin.

4. Pause for a moment and squeeze your shoulder blades together at the top of the movement.

5. Slowly lower the cable attachment back to the starting position, ensuring full control throughout the entire range of motion.",02201301-Cable-Shrug_Back_180.webp,02201201-Cable-Shrug_Back-FIX_.mp4
222,Cable Side Bend,Strength,Waist,Cable,Male,Obliques,,"1. Stand beside a cable machine with your feet shoulder-width apart and your knees slightly bent.

2. Grasp the handle of the cable with one hand and extend your arm straight down towards the floor, keeping a slight bend in your elbow.

3. Engage your core muscles and slowly lean away from the cable machine, towards the side you are holding the handle, while maintaining a straight line from your head to your hips.

4. Continue leaning until you feel a stretch in your oblique muscles on the opposite side of your body.

5. Pause for a moment and then slowly return to the starting position, keeping your core muscles engaged and maintaining control throughout the movement.

6. Repeat the exercise on the opposite side, switching the handle to the other hand.",02221301-Cable-Side-Bend_Waist-FIX_180.webp,02221201-Cable-Side-Bend_Waist.mp4
225,Cable Standing Cross-over High Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Start by grabbing the cables on each side of your body, standing in the middle of the cable machine with your feet shoulder-width apart.

2. Keep a slight bend in your knees, engage your core, and maintain a tall posture throughout the exercise.

3. With your arms extended out in front of you, cross them over each other in an X shape, making sure to keep them at shoulder height.

4. Slowly and with control, open your arms to the sides while keeping them slightly bent, as if you're spreading your wings.

5. Pause for a moment when your arms are fully extended to the sides, feeling the stretch in your chest and the contraction in your upper back muscles.

6. Return your arms back to the starting position by reversing the movement, crossing your arms over each other in front of you again.

7. Repeat the exercise for the desired number of repetitions, focusing on proper form and engaging the targeted muscles with each repetition.",02251301-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_180.webp,02251201-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_.mp4
227,Cable Standing Fly (high to low),Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head","1. This exercises targets the lower part of your chest:

2. Stand in the center of a cable machine and adjust the pulleys to the lowest setting, attaching handles to both sides.

3. Grab the handles with an overhand grip and step forward, keeping your feet shoulder-width apart and maintaining a slight bend in your knees.

4. Engage your core muscles and maintain an upright posture throughout the exercise. Keep your shoulder blades retracted

5. With control, bring your arms out to the sides, maintaining a slight bend in your elbows, and squeeze your chest muscles as you push the handles forward.

6. Pause for a moment at the fully extended position, feeling the stretch in your chest muscles.

7. Slowly return your arms back to the starting position, resisting the tension of the cables as you go.

8. Repeat the exercise for the desired number of repetitions, focusing on controlled movements and maintaining proper form.

Note: Make sure to choose an appropriate weight/resistance and consult with a fitness professional if you are unsure about the exercise or its execution.",02271301-Cable-Standing-Fly_Chest-FIX_180.webp,02271201-Cable-Standing-Fly_Chest.mp4
228,Cable Standing Hip Extension,Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings,"1. Start by standing facing away from a cable machine, with the cable pulley positioned at ankle height.

2. Attach an ankle cuff or a handle to the cable and secure it around your ankle.

3. Position your body with your feet hip-width apart and toes pointing forward. Keep a slight bend in your knees.

4. Engage your core muscles and maintain an upright posture throughout the exercise.

5. Begin the movement by extending your leg straight back, against the resistance of the cable. Avoid arching your lower back and focus on using your gluteal muscles to perform the movement.

6. Slowly return to the starting position, ensuring to maintain control and not let the weight abruptly pull your leg back.

7. Perform the desired number of repetitions on one leg before switching to the other leg.

Remember to start with a lighter weight or resistance and gradually increase as you become more comfortable and stronger. It's also crucial to listen to your body and avoid any pain or discomfort during the exercise.",02281301-Cable-Standing-Hip-Extension_Hips_180.webp,02281201-Cable-Standing-Hip-Extension_Hips-FIX_.mp4
235,Cable Standing Shoulder External Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior,"1. Stand with your feet shoulder-width apart, facing a cable machine with the handle set at chest-height.

2. Grasp the handle with your hand furthest from the cable machine, ensuring a firm grip.

3. Keep your elbow bent at a 90-degree angle, with your upper arm parallel to the floor and your forearm perpendicular to it.

4. Engage your shoulder muscles as you slowly rotate your arm outwards, away from your body.

5. Pause for a second at the end of the movement, feeling a gentle stretch in your shoulder.

6. Slowly return to the starting position, maintaining control over the movement.

7. Repeat the exercise for the desired number of repetitions, then switch to the other arm and repeat the steps.",02351301-Cable-Standing-Shoulder-External-Rotation_Back-FIX_180.webp,02351201-Cable-Standing-Shoulder-External-Rotation_Back-FIX.mp4
238,Cable Straight Arm Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii","1. Stand facing a cable machine with your feet shoulder-width apart and your knees slightly bent.

2. Grasp the straight bar attachment with an overhand grip that is slightly wider than shoulder-width.

3. While keeping your arms straight, exhale and pull the bar down towards your thighs by engaging your lats and squeezing your shoulder blades together.

4. Pause for a brief moment while squeezing your back muscles.

5. Inhale and slowly return to the starting position by letting the bar rise back up under control, maintaining straight arms throughout the movement.",02381301-Cable-Straight-Arm-Pulldown_Back_180.webp,02381201-Cable-Straight-Arm-Pulldown_Back-FIX_.mp4
239,Cable Straight Back Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Sit down on the bench linked to the cable machine.

2. Adjust the handle attached to the cable so that it is at knee height or slightly below.

3. Grab the handle with both hands, palms facing each other, and extend your arms straight out in front of you.

4. While keeping your back straight and core engaged, pull the handle towards your torso by bending your elbows.

5. Squeeze your shoulder blades together at the end of the movement.

6. Slowly extend your arms back out in front of you to complete one repetition.",02391301-Cable-Straight-Back-Seated-Row_Back_180.webp,02391201-Cable-Straight-Back-Seated-Row_Back.mp4
240,Cable Supine Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior,"Deltoid Lateral, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Lie down on a bench with your face up and your feet firmly planted on the ground.

2. Attach cable handles to an adjustable pulley machine and position the pulleys at the top of the machine.

3. Grasp the handles with your palms facing down and extend your arms straight out in front of you.

4. Keeping your arms slightly bent, inhale and slowly pull the cables out to the sides and towards your chest, squeezing your shoulder blades together.

5. Exhale and return your arms to the starting position, making sure to maintain control and not let the cables pull your arms back too quickly.",02401301-Cable-Supine-Reverse-Fly_Shoulders-FIX_180.webp,
241,Cable Triceps Pushdown (V-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,"1. Attach a v-bar attachment to a high pulley on a cable machine. Adjust the weight to a manageable level.

2. Stand facing the cable machine and position yourself with your feet shoulder-width apart. Grab the v-bar with an overhand grip, making sure your palms are facing down.

3. Engage your core and keep your back straight. Start with slightly bent elbows and bring the v-bar down towards your thighs, while keeping your upper arms stationary. Your elbows should be close to your sides throughout the movement.

4. Slowly extend your forearms until your arms are fully extended, while exhaling. Focus on using your triceps to push the bar down and feeling a strong contraction in the back of your arms.

5. Hold the contracted position for a brief moment, squeezing your triceps, before slowly returning to the starting position. Inhale as you do so.

6. Repeat the exercise for the desired number of repetitions, ensuring controlled and smooth movements throughout.",02411301-Cable-Triceps-Pushdown-(V-bar-attachment)_Upper-Arms_180.webp,02411201-Cable-Triceps-Pushdown-(V-bar-attachment)_Upper-Arms.mp4
242,Cable Tuck Reverse Crunch,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Obliques, Quadriceps","1. Begin by attaching a cable handle to a low pulley machine and adjust the weight accordingly.

2. Stand facing away from the machine with your feet shoulder-width apart and hold the cable handle with both hands above your head.

3. Maintaining a straight posture, brace your core muscles and slowly pull the cable down towards your hips while simultaneously lifting both knees towards your chest. Your arms should be vertical during this movement.

4. Pause for a moment at the top of the movement, contracting your abdominal muscles, and then slowly lower your legs back to the starting position while allowing the cable handle to return to the overhead position.

5. Repeat the exercise for the desired number of repetitions, targeting your abs and core muscles with each repetition.

Remember to engage your core muscles throughout the exercise, breathe consistently, and maintain control over the movement to maximize the effectiveness of the Cable Tuck Reverse Crunch.",02421301-Cable-Tuck-Reverse-Crunch_waist_180.webp,02421201-Cable-Tuck-Reverse-Crunch_waist.mp4
243,Cable Twist,Strength,Waist,Cable,Male,Obliques,"Iliopsoas, Tensor Fasciae Latae","1. Stand upright in front of a cable machine, with your feet shoulder-width apart and knees slightly bent.

2. Hold the cable handle with both hands in front of your chest, keeping your arms extended and parallel to the floor.

3. Engaging your core muscles, slowly rotate your upper body to one side while keeping your hips and lower body facing forward. This movement should come from your torso, not just your arms.

4. Pause briefly at the end of the twist, feeling the stretch in your oblique muscles.

5. Return to the starting position by rotating your torso back to the center.

6. Repeat the twist to the opposite side, maintaining control and stability throughout the entire movement.",02431301-Cable-Twist_Waist_180.webp,02431201-Cable-Twist_Waist_.mp4
246,Cable Upright Row,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Stand facing a cable machine with your feet shoulder-width apart and grasp a straight bar attachment with an overhand grip.

2. Start by keeping your arms fully extended in front of you, palms facing your body.

3. Begin the exercise by bending your elbows and pulling the bar towards your upper chest, with your elbows pointing out to the sides.

4. Keep your chest up, shoulders relaxed, and engage your upper back muscles as you lift the bar.

5. Pause for a moment at the top, then slowly lower the bar back down to the starting position, fully extending your arms.",02461301-Cable-Upright-Row_Shoulders-FIX_180.webp,02461201-Cable-Upright-Row_shoulder.mp4
247,Cable Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,,"1. Begin by attaching a rope handle to a low pulley cable machine.

2. Stand facing away from the machine and grasp the handle with an underhand grip.

3. Position your arms straight out in front of you, with your palms facing upward.

4. Flex your wrists to curl the handle towards your forearms, focusing on squeezing your wrist muscles.

5. Pause for a moment at the top of the movement and then slowly lower the handle back to the starting position.",02471301-Cable-Wrist-Curl_Forearms-FIX_180.webp,02471201-Cable-Wrist-Curl_Forearms-FIX_.mp4
251,Chest Dip,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii","1. Start by standing between two parallel bars that are shoulder-width apart. Place your hands on the bars with your palms facing down and fingers gripping the bars tightly.

2. Carefully lift yourself off the ground by pushing up with your arms. Your arms should be fully extended and supporting your body weight. This is your starting position.

3. Lower your body by bending your elbows and leaning slightly forward. Keep your torso upright and your chest open throughout the movement.

4. Continue lowering yourself until your shoulders are at the same level as your elbows. Your forearms should be perpendicular to the ground.

5. Push yourself back up to the starting position by straightening your arms. Exhale as you push, maintaining control and engaging your chest muscles.

6. Repeat the exercise according to your desired number of repetitions.",02511301-Chest-Dip_Chest_180.webp,02511201-Chest-Dip_Chest.mp4
253,Chin-ups (narrow parallel grip),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Begin by placing your hands on a parallel bar or chin-up station, slightly closer than shoulder-width apart.

2. Make sure your palms are facing each other, creating a narrow grip.

3. Hang from the bar with your arms fully extended, keeping your core engaged and your legs crossed or bent at the knees.

4. Slowly pull your body upward by bending your arms, focusing on using primarily your back muscles to initiate the movement.

5. Continue pulling until your chin is above the bar, with your elbows tucked close to your body.

6. Lower your body back down to the starting position in a controlled manner, fully extending your arms.",02531301-Chin-ups-(narrow-parallel-grip)_Back_180.webp,02531201-Chin-ups-(narrow-parallel-grip)_Back.mp4
259,Close-grip Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","1. Begin by getting into a push-up position with your hands placed directly underneath your shoulders, slightly closer than shoulder-width apart.

2. Keep your body straight, engage your core, and brace your abs.

3. Lower your body towards the floor by bending your elbows. Make sure to keep your elbows close to your body and not flare them outwards.

4. Continue lowering your chest until it almost touches the ground, while maintaining a straight line from your head to your heels.

5. Push through your palms to extend your arms and return to the starting position.",02591301-Close-Grip-Push-up_Upper-Arms-FIX_180.webp,02591201-Close-Grip-Push-up_Upper-Arms-FIX_.mp4
260,Cocoons,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps","1. Lie flat on your back with your arms extended above your head and your legs straight.

2. Take a deep breath in and as you exhale, slowly bring your knees towards your chest, curling your body inward.

3. Hold this position for a few seconds, feeling a gentle stretch in your lower back and hips.

4. Release the position by slowly lowering your legs and extending your arms back overhead.

5. Repeat this movement a few times, focusing on the breath and the controlled movement of your body.",02601301-Cocoons_waist_180.webp,02601201-Cocoons_waist.mp4
262,Cross Body Crunch,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps","1. Lie flat on your back with your knees bent and your feet flat on the ground.

2. Place your hands behind your head, lightly supporting your neck.

3. Begin by contracting your abdominal muscles, lifting your shoulder blades off the ground.

4. As you lift, twist your torso to the left and bring your right elbow towards your left knee.

5. Slowly lower your shoulder blades back to the ground and return to the starting position.

6. Repeat the exercise by contracting your abs again, this time twisting your torso to the right and bringing your left elbow towards your right knee.

Remember to focus on using your abdominal muscles to initiate the movement and maintain control throughout the exercise.",02621301-Cross-Body-Crunch_waist_180.webp,
271,Crunch (on stability ball),Strength,Waist,Stability ball,Male,Rectus Abdominis,Obliques,"1. Begin by sitting on a stability ball, placing your feet flat on the floor and making sure your lower back is supported by the ball.

2. Cross your arms over your chest or place them behind your head, whichever is more comfortable for you.

3. Engage your core muscles by pulling your belly button towards your spine, and slowly lean back until your upper body is at a 45-degree angle. Remember to keep your back straight and avoid hunching over.

4. Exhale and contract your abdominal muscles, lifting your upper body towards your thighs while maintaining stability on the stability ball. Be careful not to strain your neck or pull on your head with your hands.

5. Hold the contracted position for a brief moment, focusing on the tension in your abdominal muscles.

6. Inhale and slowly lower your upper body back to the starting position, keeping your core engaged throughout the movement.

Remember to always listen to your body, engage your core muscles properly, and maintain control and stability on the stability ball while performing the crunch exercise. If you experience any pain or discomfort, stop immediately and consult with a fitness professional.",02711301-Crunch-(on-stability-ball)_waist_180.webp,02711201-Crunch-(on-stability-ball)_waist.mp4
274,Crunch Floor,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,"1. Lie flat on your back with your feet flat on the floor and your knees bent.

2. Place your hands gently behind your head, with your elbows pointing out to the sides.

3. Lift your shoulders off the floor by engaging your abdominal muscles while keeping your lower back pressed firmly against the floor.

4. Exhale as you curl your upper body towards your knees, focusing on contracting your abs and not pulling on your neck.

5. Pause briefly at the top of the movement, then slowly lower your shoulders back down to the starting position while inhaling.

6. Repeat the movement for the desired number of repetitions, all while maintaining proper form and control.",02741301-Crunch-Floor-m_waist_180.webp,02741201-Crunch-Floor-(male)_waist.mp4
279,Decline Push-Up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii","1. Start by positioning yourself facing the ground, with your hands slightly wider than shoulder-width apart and your body fully extended.

2. Engage your core and maintain a straight line from your head to your heels throughout the exercise.

3. Lower your body towards the ground by bending your elbows, keeping them at a 45-degree angle to your body.

4. As you lower your body, continue to maintain a straight line, without sagging your hips or raising your buttocks.

5. Once your chest is close to the ground, push through your palms and extend your arms to return to the starting position.

Remember to perform the exercise in a controlled manner, focusing on maintaining proper form and alignment to avoid any strain or injuries. Begin with a suitable level of difficulty based on your fitness level, and gradually progress as you become more comfortable and stronger.",02791301-Decline-Push-Up-m_chest_180.webp,02791201-Decline-Push-Up_Chest-FIX_.mp4
285,Dumbbell Alternate Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis","1. Start by standing up straight with a dumbbell in each hand, arms fully extended by your sides, and palms facing forward.

2. Keeping your upper arms stationary, exhale and slowly curl one dumbbell towards your shoulder by contracting your biceps. Ensure that only your forearm moves while your upper arm remains stationary.

3. Continue lifting the dumbbell until your bicep is fully contracted and the dumbbell is at shoulder level. Hold this position for a brief moment while squeezing your bicep.

4. Inhale and slowly lower the dumbbell back to the starting position, fully extending your arm. Keep your body stable throughout the movement and avoid using your back or shoulders to lift the weight.

5. Repeat the same process with the opposite arm, alternating between arms for the desired number of repetitions.

Remember to maintain a controlled movement throughout the exercise and avoid swinging or using momentum to lift the dumbbells. Keep your core engaged and focus on contracting your biceps with each repetition.",02851301-Dumbbell-Alternate-Biceps-Curl_Upper-Arms-AFIX_180.webp,02851201-Dumbbell-Alternate-Biceps-Curl_Upper-Arms-FIX_.mp4
287,Dumbbell Arnold Press (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii","1. Begin by standing upright with your feet shoulder-width apart and holding a dumbbell in each hand at shoulder level, palms facing your body.

2. Engage your core and keep a slight bend in your knees to maintain stability throughout the exercise.

3. Next, exhale and simultaneously rotate your palms outward while pressing the dumbbells overhead. Your palms should face forward at the top of the movement.

4. Pause briefly at the top, ensuring that your arms are fully extended and the dumbbells are directly overhead.

5. Inhale and slowly lower the dumbbells back to the starting position, rotating your palms inward as you do so.

6. Repeat these steps for the desired number of repetitions, maintaining control and proper form throughout the exercise.

Remember to start with a weight that challenges you without sacrificing your form, and gradually increase the weight as you become more comfortable and stronger. Also, ensure that you perform the exercise in a controlled manner to avoid any potential injury.",02871301-Dumbbell-Arnold-Press-II_Shoulders_180.webp,02871201-Dumbbell-Arnold-Press-II_Shoulders.mp4
289,Dumbbell Bench Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii","1. Lie flat on a workout bench with a dumbbell in each hand, resting on the sides of your chest.

2. Maintain a neutral grip on the dumbbells (palms facing forward) and lift them up towards the ceiling, fully extending your arms.

3. Slowly lower the dumbbells back down to the starting position, bending your elbows and allowing your upper arms to lightly touch the floor.

4. Push the dumbbells back up to the starting position, extending your arms fully and squeezing your chest muscles.

5. Repeat the movement for the desired number of repetitions, focusing on a controlled and steady motion.",02891301-Dumbbell-Bench-Press_Chest-FIX_180.webp,02891201-Dumbbell-Bench-Press_Chest-FIX_.mp4
290,Dumbbell Bench Seated Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior","1. Sit on a bench with your back straight and feet flat on the ground.

2. Hold a dumbbell in each hand, positioning them at shoulder level with your palms facing forward.

3. Engage your core and press the dumbbells upward until your arms are fully extended, but avoid locking your elbows.

4. Slowly lower the dumbbells back to shoulder level, keeping your elbows at a 90-degree angle.

5. Repeat the pressing motion for the desired number of repetitions.",02901301-Dumbbell-Bench-Seated-Press_Shoulders-FIX_180.webp,02901201-Dumbbell-Bench-Seated-Press_Shoulders-FIX_.mp4
291,Dumbbell Bench Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus","1. Start by standing with your feet shoulder-width apart, holding a dumbbell in each hand at your sides.

2. Lower your body into a squat position by bending at the knees and hips, keeping your back straight and chest lifted. The dumbbells should hang down by your sides.

3. As you squat down, aim to bring your thighs parallel to the floor, or as low as your flexibility allows.

4. Push through your heels and engage your leg muscles to rise back up to the starting position, extending your knees and hips.

5. At the top of the movement, squeeze your glutes for an extra contraction.

6. Repeat the squat movement for the desired number of repetitions.",02911301-Dumbbell-Bench-Squat_thighs_180.webp,02911201-Dumbbell-Bench-Squat_Thighs.mp4
292,Dumbbell One Arm Bent-over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Stand with your feet shoulder-width apart and hold a dumbbell in one hand.

2. Keep your back straight and slightly bend your knees. Hinge forward at the hips until your upper body is almost parallel to the floor. Your free hand can support your body by resting on a bench or other stable object.

3. Pull the dumbbell up towards your chest by bending your elbow. Keep your upper arm close to your body and squeeze your shoulder blade as you lift the weight. Exhale during this movement.

4. Pause for a moment at the top of the rep, then lower the dumbbell back down in a controlled manner until your arm is fully extended. Inhale as you lower the weight.

Remember to engage your core, maintain proper form, and adjust the weight to a level that challenges you without compromising your technique.",02921301-Dumbbell-Bent-over-Row_back_Back-AFIX_180.webp,02921201-Dumbbell-Bent-over-Row_Back-FIX_.mp4
293,Dumbbell Bent Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Begin by standing with your feet shoulder-width apart and a dumbbell in each hand, palms facing your body.

2. Engage your core and hinge forward at the hips, keeping your back straight and almost parallel to the ground. Your knees should be slightly bent.

3. Start with your arms fully extended and hanging straight down towards the floor.

4. Keeping your elbows close to your body, pull the dumbbells up towards your chest by retracting your shoulder blades. Exhale during this motion.

5. Pause briefly when the dumbbells reach your chest, squeezing your shoulder blades together.

6. Slowly lower the dumbbells back to the starting position, fully extending your arms. Inhale during this motion.

Remember to maintain proper form throughout the exercise and avoid using momentum or swinging your body.",02931301-Dumbbell-Bent-Over-Row_Back-FIX_180.webp,02931201-Dumbbell-Bent-Over-Row_Back-FIX_.mp4
294,Dumbbell Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis","1. Stand up straight with a dumbbell in each hand, palms facing forward.

2. Keep your upper arms close to your body and elbows locked in at your sides.

3. Slowly curl the dumbbells upwards towards your shoulders, exhaling as you lift.

4. Squeeze your biceps at the top of the movement, and hold for a brief second.

5. Lower the dumbbells back down to the starting position in a controlled manner, inhaling as you lower.

6. Repeat the movement for the desired number of repetitions.

Remember to maintain proper form throughout the exercise and avoid swinging your body to lift the weights. Keep your core engaged and focus on isolating the biceps during the curl.",02941301-Dumbbell-Biceps-Curl_Upper-Arms_180.webp,02941201-Dumbbell-Biceps-Curl_Upper-Arms.mp4
296,Dumbbell Close-grip Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head","1. Begin by lying flat on a bench, holding a dumbbell in each hand, with your palms facing each other.

2. Extend your arms straight up, keeping a slight bend in your elbows, and align the dumbbells directly above your chest.

3. Slowly lower the dumbbells towards the center of your chest, allowing your elbows to flare out slightly, while maintaining control throughout the movement.

4. Pause for a moment when the dumbbells are in line with your chest, and then press them back up to the starting position by extending your arms.

5. Repeat the movement for the desired number of repetitions, focusing on maintaining proper form and control.",02961301-Dumbbell-Close-grip-Press_Upper-Arms_180.webp,02961201-Dumbbell-Close-grip-Press_Upper-Arms.mp4
297,Dumbbell Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis","1. Sit on a bench or chair with your feet flat on the floor.

2. Hold a dumbbell in your right hand and place your left hand on your left thigh for support.

3. Lean forward, slightly bending at the waist, and rest your right elbow against the inside of your right thigh, keeping your upper arm stationary.

4. While ensuring that your palm is facing up, slowly lift the dumbbell towards your shoulder by bending your elbow only. Focus on squeezing your biceps muscle at the top of the movement.

5. Pause for a moment at the top and then slowly lower the dumbbell back down to the starting position, fully extending your arm.

6. Repeat for the desired number of repetitions on your right arm, and then switch and perform the exercise with your left arm.",02971301-Dumbbell-Concentration-Curl_Upper-Arms-FIX_180.webp,02971201-Dumbbell-Concentration-Curl_Upper-Arms-FIX_.mp4
298,Dumbbell Cross Body Hammer Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis","1. Start by standing with your feet shoulder-width apart, holding a dumbbell in each hand with a neutral grip (palms facing your body).

2. Keep your core engaged and your back straight throughout the exercise.

3. Begin the movement by slowly raising one dumbbell diagonally across your body, bringing it towards your opposite shoulder. Keep your elbow close to your body and your forearm perpendicular to the ground.

4. Pause for a brief moment at the top of the movement, squeezing your bicep muscles.

5. Slowly lower the dumbbell back down to the starting position, maintaining control and a steady tempo.

6. Repeat the same movement with your opposite arm, bringing the dumbbell towards the opposite shoulder.

Remember to maintain proper form and control throughout the entire exercise to maximize the benefits of the dumbbell cross body hammer curl. Good luck with your workout!",02981301-Dumbbell-Cross-Body-Hammer-Curl_Forearms_180.webp,02981201-Dumbbell-Cross-Body-Hammer-Curl_Forearms.mp4
300,Dumbbell Deadlift,Strength,Back,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus","1. Start by standing up straight with feet hip-width apart and hold a dumbbell in each hand, allowing your arms to hang down by your sides.

2. Keeping your back straight, hinge at the hips and lower the dumbbells towards the ground. Let your knees slightly bend as you lower the dumbbells, but maintain a straight back throughout the movement.

3. As you lower the dumbbells, feel the stretch in your hamstrings and glutes. Keep your core engaged and maintain control over the weights.

4. Once the dumbbells touch the ground or your legs feel a stretch, drive through your heels to stand back up. Focus on squeezing your glutes at the top of the movement to maximize the activation of your posterior chain muscles.

5. Throughout the exercise, make sure to keep your shoulders back and your chest lifted. Avoid rounding your back or allowing the dumbbells to pull you forward.

6. Repeat the exercise for the desired number of reps or as instructed by your trainer. Focus on maintaining proper form and breathing throughout the entire movement.",03001301-Dumbbell-Deadlift_Hips-FIX_180.webp,03001201-Dumbbell-Deadlift_Hips.mp4
